Recipe_ID,calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate
244623,143,2.9,0.0,0,163,279,29.3,2.1,1.5,25,536,1,228,1,0,0,0,25,2
106159,433,28.1,10.0,49,819,810,33,8.1,16,14,3762,38,120,4,0,6,0,67,90
212521,227,15.5,6.0,29,250,507,14.2,3,9.6,7,1747,23,84,1,0,3,0,28,38
178502,765,47.1,8.0,262,1783,341,11,2.2,81.5,4,2306,68,775,4,0,1,0,44,34
236563,412,7.8,1.0,2,1207,1193,72.7,15.2,16.8,10,2530,67,193,6,0,5,1,117,207
20312,483,36.3,12.0,37,544,1931,27.3,9.9,19.5,3,36742,45,702,14,0,6,1,326,520
14109,168,11.6,2.0,0,62,748,15.1,6.2,4.6,7,709,88,64,1,0,2,0,40,123
240336,329,17,5.0,95,1232,675,15.8,3.6,29.6,3,1224,16,82,3,0,13,1,57,30
272443,408,15.6,1.0,0,934,899,55.8,11.3,13,14,3468,100,140,7,1,6,1,73,196
8954,266,13.8,2.0,53,304,511,10.6,3,23,4,1393,95,69,2,0,15,1,54,26
236411,620,42.4,20.0,216,218,749,14.1,3.3,45.6,6,1931,16,135,4,0,18,1,65,39
246561,416,9.6,2.0,44,1361,356,57.6,2.7,23.6,6,373,64,107,2,0,9,0,35,23
267055,335,19.1,13.0,0,50,1200,41.7,7.2,5.5,6,18214,74,125,5,0,5,1,116,78
262499,428,28.5,7.0,19,637,732,26.4,5.3,20.9,9,2306,84,193,3,0,5,0,86,69
150275,190,9.6,2.0,59,419,366,5.8,1.2,19.2,3,1316,100,36,2,0,7,0,32,23
174437,577,26.2,12.0,203,375,1033,29.6,3.2,55.6,19,391,7,68,6,0,27,1,89,84
232493,291,11.6,2.0,0,666,1158,35.8,13.3,14.8,6,8655,37,148,7,0,5,1,130,403
55177,338,23.9,13.0,216,582,411,7.3,1.5,25,2,515,9,71,6,0,9,0,70,17
217332,264,24.3,9.0,33,299,436,12.4,6.6,2.2,5,543,6,29,1,0,1,0,28,42
212488,453,30.4,10.0,90,90,760,20.5,4.3,25.6,9,1080,74,80,3,0,12,0,53,60
190490,505,31.8,22.0,13,1073,1100,49.7,9.5,11.9,7,692,34,143,6,0,5,1,135,97
246560,717,25.8,6.0,166,1212,869,89.3,5.1,39.8,12,2096,34,82,3,0,16,1,62,51
82813,241,2,0.0,50,620,552,34.5,3,22.7,15,134,8,60,3,0,15,1,66,13
159251,760,34.5,10.0,109,741,635,69.7,7,42.3,2,2954,10,85,5,0,15,1,87,41
213236,250,8.9,1.0,0,503,343,20.5,4.9,24.4,5,684,8,58,3,0,1,0,32,21
212719,493,34,8.0,103,195,434,8,2.1,36.7,3,986,78,57,4,0,15,0,48,28
222626,413,15.9,3.0,91,432,657,40.1,2.9,27.2,8,353,8,160,3,0,4,0,78,55
159874,563,28.9,8.0,92,667,1278,37.1,4,39.9,32,2479,36,75,2,1,18,1,72,46
241481,485,42.2,17.0,105,152,327,0.9,0.2,23.7,0,55,0,25,3,0,14,0,32,26
256163,293,23.3,8.0,33,704,537,9.3,2.5,13.4,2,6983,22,148,2,0,3,0,66,153
276151,218,8,1.0,0,185,1583,32.7,7.9,8.2,5,16303,78,209,6,0,5,1,171,363
25319,306,6.8,2.0,6,60,83,57.9,1.3,5.2,13,70,1,20,1,0,0,0,25,6
267614,373,29.9,9.0,62,331,268,10.8,3.1,16.4,3,725,7,77,3,0,6,0,26,14
55449,125,4.8,1.0,24,325,339,9.1,2.7,11.5,2,346,4,65,1,0,4,0,34,15
223328,643,17.3,9.0,148,497,863,67.1,5.9,54,12,2900,30,126,8,0,24,1,67,94
272774,795,67.8,38.0,257,971,1181,26.6,6.8,25.9,13,3106,75,161,4,0,11,1,75,107
14513,296,4.7,2.0,68,346,419,30.9,1.8,31,5,60,2,178,2,0,18,1,51,60
274236,345,15.6,10.0,32,837,622,36.7,4.2,16,8,6324,14,59,9,0,10,1,73,53
241741,783,62,17.0,106,471,689,28.9,3.9,28.2,10,823,38,97,5,0,12,0,59,58
246711,133,7.6,1.0,0,56,561,15.8,5.3,3.5,4,918,35,122,2,0,2,0,79,116
140997,599,44.7,21.0,182,665,1155,16.5,3.9,34.3,4,3601,61,153,3,1,20,1,77,121
278377,385,19,3.0,0,412,1289,48.5,9.8,8.7,8,7048,92,76,7,0,5,1,83,120
164885,450,20,9.0,109,527,412,40.3,2.5,26.9,19,752,8,45,3,0,13,0,38,60
247206,362,11.3,5.0,16,95,759,48,14.1,19.4,5,238,5,58,5,0,2,0,40,79
246257,331,6.1,1.0,0,311,217,62.6,3.9,7.9,6,3129,15,50,2,0,1,0,20,34
12785,446,36.1,25.0,0,482,328,18.2,7.7,16.2,6,150,5,51,3,0,4,0,29,25
16842,398,17.2,5.0,159,189,717,9.4,2.2,50,3,683,56,59,3,0,29,1,76,30
210528,265,12.4,5.0,7,132,714,31.3,5,9.8,17,3593,66,287,2,0,2,0,63,45
266140,427,9.8,3.0,75,184,1413,53.8,8.3,31,10,1298,112,255,6,0,12,1,93,68
94552,517,21.6,7.0,107,518,572,46.2,1.1,34.2,1,1022,2,49,4,0,12,1,54,66
100117,210,8.1,3.0,82,494,407,4.6,0.5,28.6,3,197,5,98,1,0,18,1,43,10
81562,570,19,8.0,65,509,423,70.5,2.7,25,5,828,70,156,4,0,11,0,59,144
210533,115,7.3,1.0,0,137,346,11.5,1.9,2.1,1,3158,12,59,2,0,1,0,42,65
212751,456,38.4,23.0,0,27,798,30.5,6.2,5.5,15,990,50,104,5,0,3,0,104,78
165206,337,18.2,5.0,99,138,599,8.2,2.4,33.5,3,251,9,72,4,0,16,0,51,45
232169,181,3.7,1.0,65,96,379,9.5,0.9,26.8,6,150,9,141,1,0,12,0,37,17
273934,246,4.9,3.0,0,297,1114,37.8,19.1,16.2,3,8541,43,143,10,0,5,1,143,413
138127,368,23.2,14.0,61,1438,934,24,5.4,20.2,8,9883,23,227,3,0,6,1,92,133
276152,183,10.9,2.0,0,302,525,19.6,4.1,3.7,3,987,54,118,2,0,2,0,69,73
104820,235,17.1,9.0,0,1053,782,17.4,4.8,7.8,9,4748,18,189,6,0,4,0,69,47
20718,607,38.3,16.0,61,822,651,34.3,5,33.7,6,62,4,72,5,0,18,1,113,48
72488,519,29.2,17.0,136,713,509,29.3,1.4,34.2,8,779,6,230,2,0,19,1,53,53
222668,285,9.5,1.0,66,717,1025,19.8,5.8,31.3,10,3063,44,75,3,0,21,1,79,70
176909,261,5.7,2.0,91,443,548,16.5,1.9,33.1,12,1305,17,73,4,0,20,1,38,11
162894,309,15.1,3.0,53,2073,898,22.2,6.2,23.4,8,2227,18,136,6,0,5,0,49,32
237347,584,28.1,17.0,95,2162,767,66.5,4.8,18,9,1175,28,72,3,0,3,0,40,42
65217,306,3.9,1.0,0,10,266,55.9,2.9,15.4,3,311,25,38,3,0,1,0,36,11
256662,259,11.4,1.0,0,685,610,33.8,7.7,3.4,11,1485,128,67,3,0,2,0,41,34
238977,301,13.8,5.0,80,102,589,17.4,4.7,28.1,2,89,7,70,5,0,10,0,63,53
217183,216,10,4.0,54,190,376,12.5,1.3,18.9,7,53,10,28,1,0,7,0,22,10
28472,582,44.4,16.0,142,771,579,8.3,3,37.4,1,978,9,70,4,0,20,1,72,26
257420,92,4.8,1.0,3,10,59,11.6,0.8,1.7,11,44,0,23,0,0,1,0,20,2
20651,86,7.1,2.0,98,104,62,1.5,0.1,4.1,1,147,1,15,1,0,1,0,5,12
233428,18,0.4,0.0,< 1,12,60,2.7,0.2,1,2,62,2,32,0,0,0,0,4,4
275129,344,22.7,12.0,73,319,126,22.1,1.4,12.8,3,554,2,20,2,0,6,0,16,45
256596,124,4.6,1.0,2,86,91,15.7,0.9,5.6,6,35,1,91,2,0,1,0,30,3
230616,179,12.5,11.0,0,10,212,16.4,4,2.4,4,156,17,20,3,0,3,0,25,16
259195,173,13.7,2.0,0,6,187,10,1.4,5.2,6,87,0,23,3,0,2,0,113,13
266523,163,14.1,3.0,6,14,35,8.7,0.6,1.3,0,74,1,8,1,0,1,0,6,20
245120,382,13.7,2.0,0,45,524,59.9,12.1,10.4,6,872,84,26,4,0,5,0,31,53
257437,801,67.6,9.0,0,68,1165,27.9,12.9,36.2,8,551,13,140,7,1,23,1,240,344
244529,200,12.2,2.0,0,307,462,22.3,4.5,3.2,1,2456,38,104,2,0,2,0,70,104
240652,323,23,14.0,66,1225,576,16.5,2.7,14.4,6,1197,28,176,2,0,4,0,41,34
242006,391,17.3,5.0,96,664,948,26.7,5.7,31.1,16,2331,53,125,7,0,12,0,51,63
274035,153,3.8,1.0,67,82,232,3.2,0.9,24.5,0,94,2,28,1,0,15,1,29,6
276149,530,32,10.0,141,875,1105,18.3,4.3,43.2,8,4985,55,159,5,0,18,1,99,111
273021,246,9.5,3.0,11,443,721,28.3,6.9,13.4,12,1849,32,136,2,0,3,0,47,67
272374,841,34,17.0,70,701,814,100.7,5.2,33.9,7,4184,25,84,8,1,19,1,133,227
247111,277,14.4,6.0,36,68,648,24.8,5.9,14.8,7,747,23,89,3,0,6,0,55,40
270114,433,13,4.0,6,916,397,70,7.8,11.9,4,1093,35,182,4,0,5,0,41,112
267616,452,28,13.0,64,1265,680,38.8,4.2,13.7,3,1109,37,140,5,0,2,0,103,109
268483,414,29.1,8.0,68,939,461,10.2,1.5,28.2,6,1061,4,151,2,0,16,1,45,22
263124,460,10.8,2.0,0,69,1931,84.3,18.7,15.2,18,36765,86,268,7,1,8,1,195,397
260176,543,42.6,10.0,99,1122,171,21,1,25.4,0,152,0,12,1,0,9,0,19,6
260178,578,20.7,5.0,0,532,807,81.6,17.6,20.7,13,1246,34,61,3,0,3,1,118,132
260184,1362,65.7,21.0,484,537,1960,20.7,3.9,162.7,5,12824,25,195,12,0,60,3,167,62
85490,324,15.6,2.0,0,736,1052,41.2,7,7.2,6,1179,91,84,3,0,5,1,74,68
80662,194,8,2.0,59,344,250,7.5,2.3,23,2,204,3,44,2,0,11,0,31,10
93597,268,12.7,2.0,277,734,376,4.9,1.2,30.6,2,1018,9,104,5,0,11,0,64,20
272429,303,10.7,2.0,59,604,1585,23.3,8.5,30.1,9,18620,73,288,11,0,14,1,174,348
221826,315,20.7,4.0,17,586,1217,16.3,5.5,19.9,3,14425,54,254,6,0,5,1,144,306
212378,482,28.2,4.0,0,66,606,47.9,5.3,13.8,5,1181,148,96,5,0,7,0,122,129
254369,289,14.7,6.0,25,1562,345,17.2,2.6,22.7,5,532,10,141,1,0,4,0,24,43
210514,478,31.3,9.0,103,467,593,15,2.5,34.2,9,988,84,135,2,0,11,1,66,26
245616,253,8.8,1.0,0,511,699,38.4,10.1,8.8,7,1879,39,109,5,0,4,1,75,110
272557,260,12.7,3.0,56,706,594,15.5,3.7,21.1,8,1143,16,144,3,0,7,0,46,42
212756,435,24.4,9.0,34,975,667,24.5,4.2,31,9,1337,67,189,1,0,6,1,41,67
8622,504,40.9,18.0,170,468,407,10.5,1.4,24,4,1121,6,57,2,0,8,0,37,19
241809,585,44.6,36.0,66,482,1452,19.1,6.1,34.1,2,8878,39,168,11,0,22,1,209,226
77138,497,23.4,14.0,54,1841,431,52.5,4,21,4,1110,13,99,6,0,6,0,73,104
107311,312,3.8,1.0,4,280,1926,63.5,10.1,7.4,9,9959,58,112,6,0,4,1,75,84
220508,413,18,2.0,0,317,1122,45.6,10.2,22,3,1270,123,303,7,1,8,0,116,258
274081,289,11.6,2.0,0,54,543,34.7,8.6,13.6,3,93,6,67,4,0,0,0,16,12
278644,131,7.8,1.0,0,56,471,15.2,7.6,2.8,5,228,6,40,1,0,2,0,32,46
20388,265,5.7,2.0,130,120,447,2.3,0.3,47.9,1,38,1,48,2,0,30,1,48,8
246251,259,17.5,6.0,77,144,289,8,2.6,16.1,1,203,1,26,2,0,7,0,26,36
266009,238,2.4,0.0,0,47,812,41,19.9,14.8,4,688,6,74,5,0,5,0,92,269
154554,189,8.6,2.0,58,62,327,4.5,1.1,22.9,2,312,39,36,2,0,9,0,29,13
278469,126,8.7,1.0,0,182,425,9.2,3.1,3.3,4,731,12,41,2,0,3,0,27,26
273868,298,19.8,4.0,372,746,681,17,3.9,15.4,9,2923,28,111,3,0,4,0,50,116
75256,673,35.1,19.0,98,484,1653,59.1,4,34.3,48,2647,66,1153,2,0,14,1,123,91
245940,102,5.2,2.0,58,125,174,7.7,2,7.2,1,216,6,44,2,0,1,0,28,18
227989,336,8.3,2.0,71,87,307,46.9,2.3,19.9,32,60,1,19,1,0,9,0,24,8
236571,1058,65.8,31.0,159,2444,576,64,10.7,53.7,15,2131,62,549,4,0,15,1,69,37
256944,308,13.9,7.0,25,104,124,40.9,1.1,5,1,581,0,50,3,0,3,0,44,115
267613,286,16.6,2.0,0,193,337,29.7,6,9.1,3,296,5,38,2,0,6,0,83,52
104852,349,15.8,2.0,0,926,1260,48.2,11.4,7.9,6,164,43,94,4,0,5,1,91,71
260179,521,27.6,11.0,96,645,851,44.2,6.8,24.6,8,19542,30,93,2,0,7,0,58,51
212814,303,23.8,13.0,70,414,323,12.9,2,9.6,6,1764,13,122,3,0,2,0,17,21
246253,361,9.7,2.0,0,1190,555,58.9,8.3,10.9,6,602,41,166,5,1,5,0,59,156
254254,197,11,3.0,318,187,541,12.9,3.4,11.7,7,1681,23,82,2,0,3,0,33,66
274062,418,30.1,16.0,173,611,555,17.5,6.3,22.2,6,931,116,87,5,0,8,0,76,28
95048,310,7.8,2.0,86,129,420,26.5,3.9,32.7,20,2397,13,45,2,0,20,1,39,16
273066,636,47.3,34.0,82,226,1280,30.4,12.3,27.6,14,1280,128,84,4,0,12,1,92,81
258093,242,11.9,6.0,53,1147,557,13.7,3.7,21.3,4,388,18,105,2,0,7,0,88,71
260175,407,22,6.0,22,885,355,44.8,9.1,9.4,2,1312,46,56,2,0,2,1,48,111
263336,245,6.1,2.0,0,134,913,42.2,9,8.5,12,1956,133,79,3,0,4,1,68,107
145534,335,21,6.0,180,663,346,11.9,4.2,20.8,3,810,12,128,5,0,7,0,53,17
151823,474,34.6,10.0,83,667,526,17.5,4.2,24.1,8,331,5,120,3,0,10,0,49,28
149957,264,22.1,18.0,6,1331,684,16.4,5.7,6.1,6,44,18,54,6,0,6,0,70,41
246875,330,23.2,9.0,63,94,439,17.9,4.1,14.7,8,416,13,102,2,0,5,0,60,41
272430,394,3.4,0.0,0,819,877,75.9,14.3,18.1,2,15051,15,262,7,0,7,1,175,299
212421,223,7.7,1.0,0,18,877,35.6,4.8,5.2,3,970,119,59,3,0,3,1,62,47
245939,568,19.8,4.0,142,215,1654,40.4,6.4,56.1,9,542,63,99,9,0,10,1,52,64
274226,618,29.2,6.0,116,1524,1403,48.8,7.3,40.6,5,523,52,87,4,0,18,1,107,65
272555,441,30.7,9.0,72,934,700,19.7,3.2,21,3,560,31,73,4,0,10,0,46,32
222951,226,9.6,5.0,75,60,401,10.9,3.7,25.1,2,635,11,51,4,0,12,0,50,19
272440,321,13.3,9.0,7,741,870,44.2,9.7,9.5,9,7316,33,97,5,0,4,0,89,197
267611,450,21.2,3.0,0,1953,567,55.7,5.3,14.5,8,800,167,54,4,0,8,0,102,159
67767,248,6.7,1.0,0,448,493,40.2,8.3,8.5,3,809,17,74,3,0,2,1,57,116
273305,248,11.9,3.0,68,569,356,7.8,2.2,25.8,3,1291,8,91,3,0,15,1,39,13
274063,505,10.7,6.0,0,587,1428,73.1,33.4,29.5,8,5854,20,177,12,1,8,1,166,528
255727,397,26.7,21.0,0,607,992,34.2,7.9,10.8,2,7685,17,140,8,0,4,0,131,105
34974,293,15.6,8.0,124,115,401,5.3,1.7,33,1,1066,24,57,2,0,21,1,42,18
262233,246,6.8,1.0,59,256,647,20.7,4.4,25.6,9,1501,51,109,5,0,12,1,54,43
254368,403,10.1,3.0,9,1158,985,60.9,20.7,19.5,9,4180,10,136,8,0,6,1,134,291
212721,427,24.3,5.0,95,1370,699,14.7,2.9,38.1,5,748,12,143,3,0,23,1,64,29
46822,313,21.7,10.0,38,268,576,14,3.8,19.1,7,555,15,172,4,0,11,1,66,27
141169,880,82.3,48.0,303,1461,567,12.8,2.6,26.4,5,3092,11,134,2,0,12,0,50,26
174543,480,33.3,19.0,103,442,824,17.2,4,30.6,8,647,11,134,6,0,12,0,79,33
228293,328,23.4,13.0,106,980,462,13.2,2.3,17.9,7,1496,9,68,2,0,9,0,37,19
16641,192,2.6,0.0,0,572,727,32.5,11.3,12.1,7,377,9,44,6,0,4,0,61,227
45736,404,28.9,17.0,143,1592,660,13.3,2.5,24.6,7,2432,11,206,3,0,13,1,57,24
45957,408,27.8,11.0,107,523,625,15.6,2.2,23.4,5,1194,12,135,3,0,9,0,49,24
80686,119,7.4,1.0,0,300,505,13.4,6.1,2.4,6,665,12,35,1,0,2,0,31,44
228957,299,19.9,6.0,29,480,1190,18,5.2,17.1,3,16616,108,366,16,0,5,0,208,349
236564,413,22.8,3.0,0,525,635,46.2,9.9,9.4,5,1253,76,103,3,0,3,1,69,122
231026,362,17.7,6.0,74,687,816,23.4,4.4,25.6,5,1325,29,74,6,0,10,1,47,35
34689,135,4.5,1.0,0,289,217,20.5,4.6,4.1,1,506,7,51,2,0,1,0,28,56
239867,625,48.2,27.0,122,1325,985,19.2,5,33.5,5,1700,18,100,7,0,15,1,105,45
205544,416,32.1,21.0,146,930,617,10.9,2.9,23,3,1596,14,119,9,0,8,0,89,22
60598,462,31.1,15.0,82,1434,1088,41.3,8.4,8.6,9,13460,73,120,3,0,5,1,83,84
16102,832,35.1,8.0,134,1522,1021,78.9,5.1,47.8,5,562,29,73,4,0,27,1,82,42
165190,407,20.1,13.0,0,1176,1090,50.6,10.1,10.1,6,1069,44,107,7,0,4,1,98,94
213238,338,13.5,1.0,56,2715,940,11.6,2.3,41.6,5,1151,10,69,2,0,5,1,59,31
215021,450,25.6,8.0,113,736,1474,18.2,6.1,39,3,15013,54,242,7,0,20,1,170,321
217333,417,11.6,3.0,70,785,1377,50.4,8.4,26.3,11,1999,60,140,8,0,11,1,74,52
262622,252,10,2.0,66,399,530,13.8,2.2,26.2,7,289,15,89,2,0,16,1,44,29
233084,626,29.4,14.0,92,1222,217,49.8,8.7,41.1,4,1015,7,946,1,0,7,0,34,22
270885,287,18.5,5.0,77,824,346,9.4,1.9,22,2,730,7,42,3,0,9,0,60,23
47564,146,8,1.0,2,739,559,15.2,6.2,4,8,596,12,93,1,0,2,0,38,50
217331,264,16.4,5.0,54,51,454,9.2,1.9,19.7,3,430,33,46,1,1,8,0,32,17
217329,546,40.4,14.0,109,2780,716,12.4,2.7,27.8,3,802,10,56,5,0,9,1,54,26
